session_id,date,customer_id,channel,pages_viewed,cart_abandoned
S0051794,2025-05-02,C010222,Paid Search,3,0
S0051795,2024-05-19,C015066,Referral,5,0
S0051796,2025-10-07,C014020,Social,1,0
S0051797,2025-03-29,C004940,Direct,7,0
S0051798,2024-08-01,C001547,Organic Search,4,0
S0051799,2024-03-27,C015711,Social,1,0
S0051800,2025-03-30,C012719,Paid Search,18,0
S0051801,2024-08-16,C014213,Direct,9,0
S0051802,2025-08-24,C000947,Direct,6,1
S0051803,2025-08-29,C005915,Direct,1,0
S0051804,2024-09-10,C011191,Email,7,0
S0051805,2024-10-03,C017521,Organic Search,7,0
S0051806,2024-10-24,C009111,Email,17,0
S0051807,2025-05-06,C013090,Social,4,0
S0051808,2024-12-03,C007450,Organic Search,3,0
S0051809,2026-01-16,C003193,Direct,3,0
S0051810,2025-03-20,C008132,Email,18,1
S0051811,2025-09-07,C000959,Referral,2,0
S0051812,2026-01-27,C003152,Organic Search,4,0
S0051813,2025-09-29,C014133,Organic Search,1,0
S0051814,2025-11-09,C009263,Direct,1,0
S0051815,2026-01-02,C016766,Paid Search,9,1
S0051816,2024-10-26,C014050,Direct,1,0
S0051817,2025-03-31,C002100,Direct,1,1
S0051818,2025-08-23,C007730,Direct,3,1
S0051819,2025-03-09,C013939,Email,2,0
S0051820,2024-12-26,C006165,Email,5,0
S0051821,2025-05-25,C002183,Direct,3,1
S0051822,2025-09-21,C013855,Email,5,0
S0051823,2025-11-06,C017154,Organic Search,4,0
S0051824,2024-03-09,C011895,Social,6,0
S0051825,2025-01-09,C010451,Social,5,0
S0051826,2025-10-25,C012565,Paid Search,9,1
S0051827,2025-01-22,C004472,Social,3,0
S0051828,2026-01-17,C001742,Paid Search,5,0
S0051829,2025-02-26,C015043,Organic Search,1,0
S0051830,2025-12-12,C013045,Direct,8,1
S0051831,2024-09-13,C001860,Social,5,1
S0051832,2025-07-04,C008922,Social,7,0
S0051833,2024-05-04,C005833,Direct,10,0
S0051834,2025-01-20,C017919,Direct,1,1
S0051835,2025-02-22,C010305,Direct,3,0
S0051836,2024-04-01,C015224,Organic Search,1,0
S0051837,2024-12-29,C002740,Direct,1,1
S0051838,2024-04-10,C008899,Organic Search,10,0
S0051839,2024-09-06,C007981,Referral,4,0
S0051840,2024-09-12,C012278,Email,7,0
S0051841,2025-04-21,C011358,Social,4,0
S0051842,2025-06-18,C001624,Organic Search,10,0
S0051843,2024-12-03,C011169,Organic Search,2,0
S0051844,2024-04-14,C010825,Direct,5,0
S0051845,2024-03-19,C004633,Organic Search,2,0
S0051846,2024-10-16,C010477,Referral,4,0
S0051847,2025-08-11,C013331,Direct,3,0
S0051848,2024-10-30,C010777,Organic Search,2,1
S0051849,2024-02-08,C002867,Social,5,1
S0051850,2025-10-16,C007618,Direct,7,0
S0051851,2025-07-16,C017851,Social,1,0
S0051852,2025-12-18,C001343,Organic Search,1,1
S0051853,2026-01-12,C016996,Direct,4,0
S0051854,2025-11-14,C005082,Direct,5,0
S0051855,2024-12-23,C006102,Email,1,0
S0051856,2025-11-03,C009626,Organic Search,6,0
S0051857,2025-05-31,C009097,Email,3,0
S0051858,2025-01-07,C000159,Direct,6,1
S0051859,2024-06-26,C001398,Organic Search,2,0
S0051860,2024-05-05,C006779,Paid Search,5,0
S0051861,2024-09-04,C013058,Organic Search,4,0
S0051862,2024-02-27,C017201,Direct,3,0
S0051863,2025-09-16,C014465,Social,5,0
S0051864,2025-12-04,C003834,Direct,2,0
S0051865,2025-02-27,C004637,Direct,3,0
S0051866,2026-01-16,C001375,Direct,4,0
S0051867,2025-07-21,C009760,Organic Search,1,1
S0051868,2024-02-21,C009017,Referral,2,0
S0051869,2024-02-04,C017970,Organic Search,4,0
S0051870,2024-06-13,C000323,Social,5,0
S0051871,2026-01-10,C001964,Organic Search,4,0
S0051872,2024-02-14,C017461,Email,1,0
S0051873,2024-05-21,C012008,Direct,3,0
S0051874,2025-01-26,C001665,Direct,7,0
S0051875,2024-10-07,C012016,Organic Search,7,0
S0051876,2025-05-14,C002968,Direct,10,0
S0051877,2025-03-24,C006981,Direct,5,0
S0051878,2024-09-06,C004911,Direct,2,1
S0051879,2025-09-30,C009967,Organic Search,10,0
S0051880,2025-04-11,C005853,Social,1,0
S0051881,2024-06-29,C003758,Social,1,0
S0051882,2025-09-03,C011636,Social,10,0
S0051883,2024-11-26,C005392,Social,4,1
S0051884,2024-10-02,C013620,Organic Search,6,0
S0051885,2024-04-03,C014304,Paid Search,3,1
S0051886,2025-11-26,C001907,Direct,2,0
S0051887,2025-11-15,C016834,Direct,3,1
S0051888,2024-08-19,C008662,Organic Search,3,1
S0051889,2025-04-23,C010317,Paid Search,5,0
S0051890,2024-10-16,C005710,Social,5,1
S0051891,2025-12-09,C011583,Social,9,0
S0051892,2025-04-08,C017024,Direct,7,1
S0051893,2024-04-18,C002997,Organic Search,9,1
S0051894,2025-03-27,C014183,Referral,12,0
S0051895,2024-12-07,C010872,Organic Search,3,0
S0051896,2025-11-04,C005733,Paid Search,3,0
S0051897,2025-12-07,C009567,Organic Search,10,0
S0051898,2024-05-10,C007954,Paid Search,4,0
S0051899,2024-10-15,C007795,Direct,3,0
S0051900,2024-04-11,C008246,Paid Search,3,0
S0051901,2024-12-13,C008816,Social,5,0
S0051902,2025-05-27,C002828,Organic Search,2,1
S0051903,2024-02-14,C009965,Direct,4,0
S0051904,2024-03-04,C010695,Referral,1,0
S0051905,2025-07-04,C005971,Social,4,0
S0051906,2024-11-28,C002035,Social,1,0
S0051907,2024-10-29,C006356,Organic Search,5,0
S0051908,2025-07-02,C010960,Social,8,0
S0051909,2025-07-25,C016865,Organic Search,8,0
S0051910,2025-05-06,C008186,Social,6,1
S0051911,2024-06-18,C017428,Organic Search,12,1
S0051912,2024-03-24,C014182,Direct,2,1
S0051913,2025-07-17,C009144,Social,2,0
S0051914,2024-08-20,C003209,Email,3,0
S0051915,2024-03-16,C002843,Referral,4,0
S0051916,2025-12-17,C010181,Organic Search,4,0
S0051917,2024-11-30,C004830,Paid Search,4,0
S0051918,2025-05-09,C006049,Organic Search,6,0
S0051919,2024-03-04,C017697,Direct,5,0
S0051920,2024-11-25,C000262,Direct,2,1
S0051921,2025-01-09,C012753,Referral,2,0
S0051922,2024-04-06,C015966,Direct,4,1
S0051923,2025-06-01,C014315,Organic Search,16,1
S0051924,2024-06-22,C016442,Direct,2,0
S0051925,2024-06-19,C009621,Direct,1,0
S0051926,2025-02-04,C008372,Social,16,0
S0051927,2025-08-18,C007034,Social,7,1
S0051928,2024-02-04,C015042,Direct,9,1
S0051929,2025-06-13,C013641,Direct,6,0
S0051930,2024-07-14,C011197,Organic Search,5,0
S0051931,2025-09-30,C013111,Email,14,0
S0051932,2025-03-07,C004084,Organic Search,3,0
S0051933,2024-09-04,C012393,Referral,1,0
S0051934,2024-03-06,C016615,Direct,1,0
S0051935,2024-05-04,C012020,Email,11,0
S0051936,2024-11-05,C014238,Social,7,0
S0051937,2025-09-02,C001873,Direct,2,1
S0051938,2026-01-21,C015814,Paid Search,2,0
S0051939,2024-04-09,C010473,Direct,3,0
S0051940,2025-11-02,C001216,Direct,1,0
S0051941,2024-08-26,C016062,Organic Search,7,0
S0051942,2025-05-23,C008483,Organic Search,2,0
S0051943,2025-02-26,C014248,Direct,5,0
S0051944,2024-08-03,C013446,Referral,5,0
S0051945,2024-10-28,C009485,Organic Search,2,0
S0051946,2025-04-23,C016989,Social,3,1
S0051947,2025-01-30,C006647,Direct,1,0
S0051948,2025-06-15,C001432,Social,7,0
S0051949,2024-05-08,C000922,Social,2,0
S0051950,2025-12-20,C004065,Paid Search,10,0
S0051951,2025-05-09,C014352,Social,3,0
S0051952,2025-02-20,C005686,Organic Search,5,0
S0051953,2024-07-12,C012251,Email,3,1
S0051954,2024-07-14,C007154,Referral,4,0
S0051955,2025-06-24,C003130,Organic Search,7,0
S0051956,2024-06-05,C002442,Social,3,0
S0051957,2025-05-02,C009280,Organic Search,4,0
S0051958,2024-07-04,C006202,Organic Search,2,0
S0051959,2024-04-23,C004397,Organic Search,8,1
S0051960,2024-02-20,C014643,Social,12,0
S0051961,2024-03-14,C014614,Email,5,0
S0051962,2025-01-09,C001935,Paid Search,1,0
S0051963,2025-01-18,C000295,Direct,3,1
S0051964,2025-08-24,C012658,Organic Search,4,0
S0051965,2025-09-28,C006512,Social,1,0
S0051966,2025-08-04,C015237,Organic Search,2,0
S0051967,2025-05-21,C000387,Paid Search,12,1
S0051968,2025-04-30,C016313,Direct,2,0
S0051969,2024-11-01,C003678,Organic Search,4,0
S0051970,2025-05-13,C011503,Organic Search,7,0
S0051971,2024-06-19,C007519,Organic Search,3,0
S0051972,2024-10-10,C009404,Social,5,0
S0051973,2024-02-21,C008457,Organic Search,2,0
S0051974,2025-10-09,C016721,Direct,7,0
S0051975,2025-11-20,C015348,Direct,4,1
S0051976,2024-09-01,C000240,Social,1,0
S0051977,2024-09-26,C007679,Email,5,0
S0051978,2025-09-08,C017931,Organic Search,2,0
S0051979,2024-10-14,C001859,Paid Search,4,0
S0051980,2024-10-03,C003256,Direct,5,0
S0051981,2024-11-21,C007510,Email,2,0
S0051982,2025-02-09,C011414,Organic Search,8,0
S0051983,2025-02-14,C002002,Organic Search,4,0
S0051984,2024-06-13,C008452,Email,12,0
S0051985,2024-06-09,C006354,Direct,4,0
S0051986,2025-11-16,C002436,Social,3,1
S0051987,2025-01-29,C014374,Paid Search,2,0
S0051988,2024-04-27,C012829,Referral,4,0
S0051989,2025-11-11,C007327,Referral,2,1
S0051990,2024-02-19,C013778,Direct,3,1
S0051991,2025-08-31,C008709,Paid Search,4,0
S0051992,2024-11-02,C013981,Email,4,0
S0051993,2024-12-18,C008323,Organic Search,1,0
S0051994,2025-03-14,C012018,Paid Search,3,0
S0051995,2025-04-12,C009101,Organic Search,1,0
S0051996,2024-11-21,C013425,Organic Search,7,0
S0051997,2024-11-01,C003865,Organic Search,2,0
S0051998,2024-02-21,C007526,Paid Search,3,0
S0051999,2024-07-05,C016544,Paid Search,3,0
S0052000,2024-04-13,C006676,Organic Search,1,0
S0052001,2025-01-11,C006023,Organic Search,2,0
S0052002,2024-07-17,C013895,Direct,1,1
S0052003,2024-12-10,C011733,Direct,4,0
S0052004,2025-11-06,C016864,Organic Search,3,0
S0052005,2025-02-19,C000766,Paid Search,11,1
S0052006,2025-01-15,C015929,Direct,6,1
S0052007,2024-10-27,C003292,Email,2,0
S0052008,2025-10-23,C015230,Paid Search,2,0
S0052009,2024-07-29,C006888,Email,11,0
S0052010,2025-09-28,C006806,Paid Search,4,0
S0052011,2024-03-27,C008147,Social,7,1
S0052012,2025-03-10,C007533,Organic Search,2,0
S0052013,2025-09-01,C010778,Direct,4,1
S0052014,2024-07-04,C008009,Social,5,0
S0052015,2026-01-19,C003268,Direct,17,1
S0052016,2024-04-25,C012009,Social,6,0
S0052017,2025-01-03,C010009,Organic Search,6,1
S0052018,2025-05-08,C015797,Email,10,1
S0052019,2025-02-09,C002415,Social,2,1
S0052020,2025-02-28,C013181,Paid Search,10,0
S0052021,2025-08-20,C003899,Organic Search,3,0
S0052022,2024-05-02,C004136,Direct,3,0
S0052023,2026-01-10,C014625,Organic Search,1,0
S0052024,2024-05-11,C006985,Paid Search,3,0
S0052025,2025-09-05,C006278,Organic Search,2,0
S0052026,2025-11-07,C010099,Organic Search,6,0
S0052027,2025-09-02,C002172,Paid Search,1,0
S0052028,2024-07-01,C017251,Referral,6,0
S0052029,2024-12-26,C011457,Direct,2,0
S0052030,2025-10-11,C005698,Organic Search,1,0
S0052031,2024-06-09,C011939,Social,2,0
S0052032,2025-06-14,C015432,Direct,6,0
S0052033,2025-07-15,C012748,Organic Search,11,1
S0052034,2024-06-30,C006261,Referral,5,0
S0052035,2025-07-08,C014500,Social,4,1
S0052036,2024-08-18,C008311,Email,5,0
S0052037,2025-11-14,C014292,Organic Search,5,0
S0052038,2024-10-27,C013308,Organic Search,1,0
S0052039,2025-09-18,C007973,Social,2,0
S0052040,2026-01-15,C011022,Organic Search,5,0
S0052041,2024-07-04,C006127,Social,6,0
S0052042,2025-07-08,C009798,Organic Search,5,0
S0052043,2025-06-25,C014207,Organic Search,6,0
S0052044,2024-03-14,C006182,Organic Search,5,0
S0052045,2025-06-06,C001287,Organic Search,4,0
S0052046,2024-06-09,C000025,Direct,2,0
S0052047,2024-12-15,C007084,Organic Search,11,0
S0052048,2025-12-06,C011578,Social,7,0
S0052049,2024-10-26,C010223,Organic Search,6,1
S0052050,2025-03-09,C017620,Organic Search,10,0
S0052051,2024-09-01,C003855,Direct,1,0
S0052052,2024-09-22,C003854,Direct,7,1
S0052053,2024-10-13,C008935,Direct,9,0
S0052054,2025-08-31,C016348,Direct,1,0
S0052055,2025-05-10,C011977,Organic Search,1,1
S0052056,2025-09-14,C015443,Organic Search,1,0
S0052057,2025-11-25,C000471,Email,4,0
S0052058,2024-12-21,C000372,Organic Search,5,0
S0052059,2024-08-12,C011887,Organic Search,1,0
S0052060,2024-05-25,C013611,Email,7,0
S0052061,2024-12-29,C015955,Organic Search,3,1
S0052062,2024-02-06,C010783,Email,3,0
S0052063,2025-11-26,C017114,Direct,8,1
S0052064,2025-12-03,C004238,Direct,1,0
S0052065,2024-03-31,C009109,Organic Search,7,0
S0052066,2026-01-07,C012603,Organic Search,8,0
S0052067,2024-05-13,C013424,Organic Search,8,0
S0052068,2024-03-05,C011030,Organic Search,1,0
S0052069,2025-01-29,C004339,Organic Search,1,0
S0052070,2026-01-23,C012962,Paid Search,1,0
S0052071,2025-08-25,C014196,Social,6,1
S0052072,2025-10-18,C006439,Social,2,0
S0052073,2024-10-17,C004264,Paid Search,9,1
S0052074,2025-04-02,C004227,Organic Search,1,0
S0052075,2024-03-08,C014305,Organic Search,6,0
S0052076,2025-10-04,C013199,Organic Search,4,0
S0052077,2025-03-05,C005502,Direct,3,1
S0052078,2025-04-02,C008140,Email,9,0
S0052079,2024-11-21,C007023,Organic Search,11,0
S0052080,2025-12-31,C017488,Organic Search,2,0
S0052081,2024-06-10,C001154,Paid Search,2,1
S0052082,2024-09-27,C006588,Social,6,0
S0052083,2025-11-19,C011891,Paid Search,7,0
S0052084,2025-07-24,C008768,Organic Search,5,0
S0052085,2024-07-24,C000902,Direct,1,0
S0052086,2025-06-28,C010941,Organic Search,28,0
S0052087,2025-04-29,C007918,Direct,2,0
S0052088,2025-12-16,C015874,Organic Search,1,0
S0052089,2025-04-23,C007136,Email,8,0
S0052090,2024-05-15,C001026,Direct,1,0
S0052091,2025-03-21,C001411,Social,1,0
S0052092,2024-09-01,C012304,Paid Search,1,0
S0052093,2025-01-30,C014862,Direct,4,0
S0052094,2026-01-11,C012701,Organic Search,3,0
S0052095,2025-05-24,C001856,Organic Search,7,1
S0052096,2025-09-04,C015134,Social,5,0
S0052097,2025-10-16,C005010,Social,1,0
S0052098,2025-05-12,C000976,Direct,2,0
S0052099,2024-06-01,C013699,Organic Search,9,0
S0052100,2025-02-10,C002325,Direct,4,0
S0052101,2025-05-17,C009325,Direct,1,0
S0052102,2024-06-28,C015330,Organic Search,3,0
S0052103,2024-11-15,C017627,Direct,6,1
S0052104,2025-08-07,C009316,Organic Search,2,0
S0052105,2024-08-13,C010963,Email,3,1
S0052106,2025-09-02,C010024,Organic Search,3,0
S0052107,2025-03-18,C012824,Organic Search,4,0
S0052108,2025-05-28,C001344,Direct,14,0
S0052109,2024-02-19,C011270,Organic Search,4,1
S0052110,2024-10-15,C004073,Email,1,0
S0052111,2024-10-30,C007819,Organic Search,5,0
S0052112,2025-01-23,C003473,Organic Search,11,0
S0052113,2025-02-17,C016610,Organic Search,1,0
S0052114,2024-09-23,C012445,Social,2,0
S0052115,2025-01-11,C002217,Organic Search,5,0
S0052116,2024-04-21,C000764,Organic Search,1,0
S0052117,2025-11-11,C007743,Paid Search,5,0
S0052118,2025-10-21,C006766,Organic Search,2,0
S0052119,2024-08-08,C000787,Social,5,0
S0052120,2025-05-09,C012214,Organic Search,1,1
S0052121,2025-08-06,C013510,Referral,2,0
S0052122,2026-01-12,C008784,Organic Search,11,0
S0052123,2025-08-12,C000904,Social,12,0
S0052124,2024-03-24,C015369,Organic Search,5,0
S0052125,2025-05-03,C006992,Organic Search,1,0
S0052126,2025-09-22,C005747,Direct,5,0
S0052127,2024-04-27,C011021,Direct,3,0
S0052128,2024-09-17,C014565,Direct,8,0
S0052129,2024-06-19,C012375,Email,3,0
S0052130,2024-06-07,C004215,Organic Search,3,0
S0052131,2024-09-05,C016922,Direct,10,0
S0052132,2025-05-29,C017063,Referral,2,1
S0052133,2025-06-18,C014994,Organic Search,9,0
S0052134,2024-09-20,C014956,Direct,3,1
S0052135,2024-09-28,C016569,Paid Search,3,0
S0052136,2025-06-06,C016413,Direct,11,1
S0052137,2025-08-22,C009038,Paid Search,1,0
S0052138,2025-07-31,C003549,Organic Search,6,0
S0052139,2024-04-03,C008364,Organic Search,8,0
S0052140,2026-01-20,C010741,Social,3,0
S0052141,2024-06-01,C007874,Social,8,0
S0052142,2024-12-15,C001133,Organic Search,2,1
S0052143,2025-03-14,C001810,Social,5,0
S0052144,2024-12-29,C012893,Email,5,0
S0052145,2025-09-26,C009099,Organic Search,4,0
S0052146,2025-05-23,C005420,Email,4,0
S0052147,2024-05-27,C017377,Organic Search,6,0
S0052148,2026-01-30,C016126,Direct,1,0
S0052149,2025-11-11,C010002,Social,2,0
S0052150,2024-06-23,C013498,Paid Search,6,0
S0052151,2024-07-01,C008531,Referral,12,0
S0052152,2025-07-01,C015057,Paid Search,3,0
S0052153,2025-12-22,C011714,Direct,4,0
S0052154,2025-11-08,C004533,Direct,3,0
S0052155,2024-03-04,C001549,Paid Search,2,0
S0052156,2024-10-04,C002251,Social,9,0
S0052157,2025-07-02,C009126,Organic Search,4,0
S0052158,2025-06-30,C008301,Organic Search,3,0
S0052159,2025-08-24,C001698,Direct,1,1
S0052160,2024-12-07,C015922,Paid Search,5,0
S0052161,2024-12-17,C006094,Social,1,0
S0052162,2024-11-05,C010187,Email,1,1
S0052163,2024-05-04,C013192,Direct,6,0
S0052164,2024-03-18,C013921,Direct,4,0
S0052165,2025-06-21,C005515,Direct,9,0
S0052166,2024-09-29,C003633,Referral,3,1
S0052167,2024-08-02,C011811,Social,1,1
S0052168,2024-06-12,C005494,Social,4,0
S0052169,2025-12-18,C003543,Paid Search,16,0
S0052170,2025-12-12,C003087,Organic Search,1,0
S0052171,2024-10-13,C003286,Social,6,0
S0052172,2024-03-08,C012604,Referral,4,0
S0052173,2024-07-11,C009712,Organic Search,1,0
S0052174,2024-10-20,C016020,Social,1,1
S0052175,2025-11-20,C010140,Direct,4,1
S0052176,2024-02-11,C013698,Social,5,1
S0052177,2025-01-14,C005288,Email,3,1
S0052178,2025-04-08,C007661,Social,4,1
S0052179,2024-05-26,C013377,Email,12,0
S0052180,2025-11-15,C005304,Social,6,0
S0052181,2025-01-15,C003531,Organic Search,11,0
S0052182,2025-02-27,C016424,Social,2,1
S0052183,2024-07-28,C014804,Direct,2,0
S0052184,2025-04-26,C003262,Organic Search,8,0
S0052185,2025-05-15,C008823,Paid Search,1,1
S0052186,2024-04-12,C011764,Direct,5,0
S0052187,2025-01-31,C015564,Organic Search,5,0
S0052188,2026-01-10,C015365,Direct,1,0
S0052189,2024-07-27,C009825,Social,22,0
S0052190,2024-09-09,C003199,Direct,2,0
S0052191,2025-09-23,C004999,Organic Search,3,1
S0052192,2024-07-25,C004189,Direct,1,0
S0052193,2024-10-13,C014221,Paid Search,2,0
S0052194,2025-10-23,C010006,Email,3,0
S0052195,2024-11-19,C010482,Organic Search,2,0
S0052196,2025-07-04,C008608,Paid Search,6,0
S0052197,2025-11-25,C012809,Organic Search,9,0
S0052198,2024-06-29,C000560,Organic Search,5,0
S0052199,2025-08-26,C015898,Organic Search,2,1
S0052200,2025-12-10,C012278,Referral,3,0
S0052201,2024-05-01,C007356,Organic Search,6,0
S0052202,2024-02-28,C016455,Direct,3,1
S0052203,2025-12-03,C015209,Organic Search,1,0
S0052204,2025-12-15,C000085,Direct,5,1
S0052205,2025-12-12,C017378,Email,1,1
S0052206,2025-06-24,C011628,Email,5,0
S0052207,2024-05-28,C017650,Organic Search,3,1
S0052208,2025-07-09,C001933,Direct,5,0
S0052209,2024-04-09,C011158,Email,4,0
S0052210,2024-12-11,C017761,Paid Search,2,0
S0052211,2024-07-05,C012317,Organic Search,1,0
S0052212,2024-11-26,C017717,Direct,2,0
S0052213,2024-02-24,C014853,Direct,8,0
S0052214,2024-05-18,C001552,Organic Search,4,0
S0052215,2024-09-24,C003486,Direct,2,0
S0052216,2025-02-18,C006792,Organic Search,7,0
S0052217,2024-05-24,C014808,Social,3,1
S0052218,2025-10-27,C014567,Direct,3,0
S0052219,2024-08-29,C009349,Social,2,0
S0052220,2025-03-14,C008066,Social,2,0
S0052221,2026-01-06,C004899,Email,4,0
S0052222,2025-02-26,C009806,Organic Search,7,0
S0052223,2025-11-10,C011904,Paid Search,3,1
S0052224,2024-05-28,C010274,Organic Search,4,0
S0052225,2024-03-13,C011569,Social,2,0
S0052226,2025-06-24,C008666,Social,7,1
S0052227,2026-01-14,C006370,Direct,13,0
S0052228,2025-01-26,C002493,Direct,1,0
S0052229,2024-04-09,C004067,Paid Search,2,0
S0052230,2025-04-09,C012619,Direct,1,0
S0052231,2024-11-12,C001382,Paid Search,2,0
S0052232,2025-07-18,C014215,Paid Search,1,0
S0052233,2025-08-10,C013880,Organic Search,6,1
S0052234,2025-11-01,C016539,Organic Search,6,0
S0052235,2025-02-04,C012585,Organic Search,6,0
S0052236,2024-03-04,C013268,Paid Search,4,0
S0052237,2025-02-07,C013564,Paid Search,3,0
S0052238,2025-04-27,C002949,Direct,9,0
S0052239,2024-12-02,C006365,Organic Search,1,1
S0052240,2025-06-17,C005609,Organic Search,8,0
S0052241,2024-06-06,C006325,Social,1,0
S0052242,2024-11-16,C008300,Referral,2,0
S0052243,2024-07-24,C004639,Social,9,0
S0052244,2026-01-01,C005624,Organic Search,4,1
S0052245,2025-06-21,C001080,Social,3,0
S0052246,2024-06-13,C010489,Paid Search,27,0
S0052247,2025-10-29,C003488,Organic Search,5,1
S0052248,2024-11-06,C009980,Organic Search,3,0
S0052249,2024-07-19,C013604,Social,2,0
S0052250,2026-01-23,C015466,Organic Search,2,1
S0052251,2025-06-28,C006896,Social,3,0
S0052252,2024-09-28,C008128,Direct,1,1
S0052253,2024-03-17,C000337,Paid Search,4,1
S0052254,2025-03-10,C004991,Social,1,0
S0052255,2024-03-24,C000924,Social,3,0
S0052256,2025-11-22,C010479,Email,3,0
S0052257,2025-05-18,C005462,Organic Search,5,0
S0052258,2025-06-14,C013423,Paid Search,3,0
S0052259,2024-10-15,C000037,Direct,5,1
S0052260,2024-11-06,C002263,Email,4,0
S0052261,2025-07-02,C014136,Organic Search,5,0
S0052262,2024-08-30,C008818,Direct,2,0
S0052263,2025-11-10,C003084,Social,8,0
S0052264,2025-11-08,C017656,Social,2,0
S0052265,2025-11-22,C007066,Direct,2,0
S0052266,2024-06-10,C012078,Organic Search,4,0
S0052267,2025-02-13,C004180,Social,6,1
S0052268,2024-07-10,C013061,Paid Search,7,0
S0052269,2024-05-10,C010815,Social,7,0
S0052270,2026-01-01,C017512,Direct,4,0
S0052271,2025-09-23,C013343,Referral,1,0
S0052272,2024-10-29,C013727,Direct,4,0
S0052273,2024-02-06,C001192,Direct,10,0
S0052274,2025-08-23,C000185,Organic Search,4,0
S0052275,2024-03-23,C004422,Direct,14,0
S0052276,2024-03-30,C005597,Email,3,0
S0052277,2025-08-15,C003146,Referral,1,0
S0052278,2024-02-12,C015146,Email,3,0
S0052279,2024-03-27,C006613,Organic Search,1,0
S0052280,2025-11-16,C004050,Email,6,0
S0052281,2025-03-24,C013572,Email,6,0
S0052282,2025-10-26,C014854,Direct,2,0
S0052283,2024-02-29,C001008,Direct,11,0
S0052284,2024-08-19,C005172,Direct,2,0
S0052285,2024-02-06,C000560,Referral,6,1
S0052286,2025-09-22,C002681,Organic Search,2,0
S0052287,2024-12-02,C003605,Organic Search,1,0
S0052288,2025-05-14,C016363,Direct,9,1
S0052289,2025-09-01,C015053,Paid Search,1,0
S0052290,2025-03-23,C012375,Paid Search,1,0
S0052291,2024-06-10,C010229,Paid Search,14,0
S0052292,2025-03-05,C010053,Paid Search,7,0
S0052293,2024-02-01,C001403,Organic Search,11,0
S0052294,2025-05-19,C012701,Paid Search,7,0
S0052295,2024-10-04,C005130,Organic Search,4,0
S0052296,2024-07-23,C012375,Email,4,1
S0052297,2024-12-26,C002880,Social,6,0
S0052298,2025-10-16,C005376,Referral,1,0
S0052299,2025-08-23,C017598,Direct,3,1
S0052300,2024-08-09,C009280,Organic Search,17,0
S0052301,2024-04-10,C012861,Direct,5,0
S0052302,2024-11-28,C014567,Referral,5,0
S0052303,2024-10-07,C015408,Organic Search,4,0
S0052304,2024-04-05,C010880,Social,2,0
S0052305,2024-11-13,C011139,Organic Search,8,1
S0052306,2025-07-17,C016332,Referral,7,0
S0052307,2025-07-09,C007336,Social,1,0
S0052308,2025-03-26,C008920,Organic Search,6,0
S0052309,2025-12-02,C006687,Organic Search,4,1
S0052310,2024-02-11,C015537,Paid Search,9,0
S0052311,2024-12-19,C008916,Organic Search,9,0
S0052312,2025-12-27,C013454,Email,2,0
S0052313,2024-10-08,C012006,Social,4,0
S0052314,2024-04-29,C013401,Organic Search,2,1
S0052315,2025-11-24,C001771,Direct,7,1
S0052316,2024-12-12,C010219,Organic Search,4,1
S0052317,2025-10-18,C004672,Organic Search,2,0
S0052318,2024-07-19,C016459,Organic Search,3,0
S0052319,2025-05-26,C009802,Direct,6,0
S0052320,2025-10-03,C002023,Direct,1,0
S0052321,2025-05-17,C005451,Direct,5,0
S0052322,2024-05-09,C004450,Organic Search,5,0
S0052323,2025-06-24,C002414,Email,4,1
S0052324,2024-08-27,C009089,Direct,5,0
S0052325,2026-01-30,C012405,Direct,1,0
S0052326,2025-02-17,C010655,Direct,4,0
S0052327,2024-07-20,C011428,Email,6,0
S0052328,2024-12-25,C007780,Paid Search,7,0
S0052329,2025-05-23,C011316,Organic Search,5,0
S0052330,2025-05-28,C016577,Paid Search,6,0
S0052331,2025-05-26,C012657,Organic Search,2,0
S0052332,2024-05-08,C017208,Direct,6,0
S0052333,2025-10-30,C000030,Email,7,0
S0052334,2024-05-11,C002710,Social,2,0
S0052335,2024-04-22,C010045,Email,6,0
S0052336,2024-11-26,C011036,Organic Search,9,0
S0052337,2025-03-13,C004910,Paid Search,6,0
S0052338,2025-05-30,C004449,Organic Search,4,0
S0052339,2025-08-29,C002419,Email,4,0
S0052340,2024-02-15,C006727,Email,5,0
S0052341,2025-05-18,C013403,Social,1,0
S0052342,2024-12-17,C003136,Email,9,0
S0052343,2024-11-13,C011074,Paid Search,5,0
S0052344,2025-08-15,C002932,Referral,1,0
S0052345,2025-11-02,C001683,Paid Search,1,0
S0052346,2025-02-07,C009596,Organic Search,4,1
S0052347,2025-11-04,C009135,Organic Search,3,0
S0052348,2024-09-20,C013804,Direct,9,0
S0052349,2024-04-18,C004727,Referral,5,0
S0052350,2025-01-19,C012537,Paid Search,1,0
S0052351,2026-01-16,C000690,Direct,7,0
S0052352,2026-01-22,C016778,Organic Search,5,0
S0052353,2024-07-12,C015585,Social,8,0
S0052354,2026-01-29,C004564,Paid Search,6,1
S0052355,2024-04-18,C008007,Direct,10,0
S0052356,2024-10-20,C002715,Social,2,0
S0052357,2024-03-07,C012391,Organic Search,14,0
S0052358,2024-09-24,C007054,Email,3,0
S0052359,2025-12-07,C013546,Email,9,0
S0052360,2025-09-17,C005762,Direct,3,0
S0052361,2025-06-11,C006210,Direct,13,1
