customer_id,signup_date,age_band,island,loyalty_tier,churn_flag
C011191,2024-02-04,35-44,Barbados,Gold,0
C011192,2024-02-21,45-54,Trinidad,Bronze,1
C011193,2025-10-12,35-44,Jamaica,Bronze,0
C011194,2025-09-06,45-54,Barbados,Gold,0
C011195,2024-05-08,55-64,Trinidad,Gold,0
C011196,2025-05-25,35-44,Trinidad,Bronze,0
C011197,2024-04-05,45-54,Barbados,Silver,1
C011198,2025-03-19,55-64,Jamaica,Bronze,1
C011199,2024-12-15,18-24,Tobago,Bronze,0
C011200,2025-02-17,45-54,Trinidad,Bronze,0
C011201,2025-04-13,25-34,Trinidad,Platinum,0
C011202,2024-06-08,18-24,Barbados,Silver,0
C011203,2024-09-25,18-24,Jamaica,Silver,0
C011204,2024-11-29,25-34,Barbados,Bronze,0
C011205,2025-09-27,18-24,Barbados,Platinum,0
C011206,2024-02-23,25-34,Trinidad,Bronze,1
C011207,2025-11-17,18-24,Jamaica,Silver,0
C011208,2025-06-23,45-54,Trinidad,Silver,0
C011209,2024-01-12,45-54,Trinidad,Silver,0
C011210,2025-08-16,45-54,Trinidad,Bronze,1
C011211,2025-12-19,35-44,Trinidad,Gold,0
C011212,2025-05-11,25-34,Barbados,Bronze,0
C011213,2025-02-26,55-64,Trinidad,Silver,0
C011214,2024-05-18,45-54,Jamaica,Bronze,0
C011215,2025-08-25,25-34,Barbados,Bronze,1
C011216,2025-06-11,18-24,Trinidad,Bronze,0
C011217,2024-08-16,45-54,Trinidad,Bronze,0
C011218,2025-07-01,55-64,Jamaica,Bronze,1
C011219,2024-12-18,65+,Barbados,Gold,0
C011220,2025-01-01,35-44,Tobago,Silver,0
C011221,2024-09-26,55-64,Jamaica,Bronze,0
C011222,2025-11-24,35-44,Trinidad,Bronze,1
C011223,2024-05-24,35-44,Jamaica,Silver,1
C011224,2024-06-11,45-54,Barbados,Silver,1
C011225,2025-06-02,65+,Trinidad,Silver,1
C011226,2024-09-29,45-54,Barbados,Bronze,1
C011227,2025-04-13,25-34,Jamaica,Bronze,1
C011228,2025-11-22,25-34,Barbados,Bronze,1
C011229,2025-05-04,25-34,Barbados,Silver,1
C011230,2024-11-09,25-34,Jamaica,Bronze,0
C011231,2025-04-18,35-44,Tobago,Bronze,0
C011232,2025-06-29,45-54,Jamaica,Bronze,0
C011233,2024-03-08,25-34,Jamaica,Bronze,0
C011234,2024-04-20,45-54,Trinidad,Gold,0
C011235,2024-07-20,18-24,Trinidad,Bronze,0
C011236,2024-02-21,18-24,Tobago,Bronze,0
C011237,2024-12-31,35-44,Trinidad,Bronze,0
C011238,2024-12-19,45-54,Trinidad,Silver,0
C011239,2025-06-02,55-64,Trinidad,Bronze,1
C011240,2024-02-19,35-44,Barbados,Silver,0
C011241,2025-09-21,45-54,Jamaica,Bronze,0
C011242,2025-12-27,25-34,Jamaica,Bronze,0
C011243,2024-11-13,25-34,Jamaica,Bronze,0
C011244,2024-06-15,25-34,Tobago,Gold,0
C011245,2024-09-08,35-44,Barbados,Bronze,1
C011246,2025-12-02,25-34,Barbados,Silver,0
C011247,2025-10-24,25-34,Barbados,Silver,1
C011248,2025-09-05,18-24,Trinidad,Bronze,0
C011249,2024-01-27,35-44,Jamaica,Gold,0
C011250,2024-01-22,45-54,Trinidad,Bronze,0
C011251,2025-04-04,55-64,Barbados,Bronze,1
C011252,2024-06-03,25-34,Tobago,Bronze,0
C011253,2025-09-05,18-24,Barbados,Silver,0
C011254,2024-05-04,35-44,Jamaica,Bronze,0
C011255,2024-05-16,35-44,Barbados,Bronze,0
C011256,2025-01-09,35-44,Jamaica,Gold,0
C011257,2025-07-01,45-54,Trinidad,Gold,0
C011258,2024-06-30,55-64,Trinidad,Silver,1
C011259,2024-09-09,35-44,Tobago,Silver,0
C011260,2024-04-11,18-24,Jamaica,Bronze,1
C011261,2024-05-26,65+,Barbados,Bronze,0
C011262,2024-10-19,45-54,Trinidad,Bronze,0
C011263,2025-11-18,35-44,Trinidad,Gold,0
C011264,2025-01-17,18-24,Trinidad,Bronze,1
C011265,2024-08-30,25-34,Barbados,Bronze,1
C011266,2024-12-02,25-34,Trinidad,Bronze,0
C011267,2024-02-20,25-34,Barbados,Bronze,0
C011268,2024-10-11,55-64,Barbados,Silver,0
C011269,2025-04-14,25-34,Barbados,Bronze,0
C011270,2024-05-05,55-64,Jamaica,Bronze,0
C011271,2025-08-05,35-44,Trinidad,Silver,1
C011272,2025-09-21,25-34,Barbados,Platinum,0
C011273,2025-08-27,25-34,Tobago,Bronze,1
C011274,2024-02-04,35-44,Trinidad,Bronze,0
C011275,2024-07-16,35-44,Trinidad,Bronze,0
C011276,2025-12-22,45-54,Jamaica,Platinum,0
C011277,2024-05-03,25-34,Barbados,Bronze,0
C011278,2025-08-19,25-34,Trinidad,Gold,0
C011279,2025-04-19,25-34,Trinidad,Bronze,1
C011280,2024-06-19,25-34,Trinidad,Bronze,0
C011281,2025-02-28,35-44,Trinidad,Bronze,1
C011282,2024-05-22,45-54,Barbados,Bronze,0
C011283,2024-03-28,25-34,Trinidad,Silver,0
C011284,2025-01-10,18-24,Barbados,Bronze,0
C011285,2024-12-23,18-24,Barbados,Silver,0
C011286,2024-11-03,55-64,Trinidad,Gold,1
C011287,2025-02-13,35-44,Jamaica,Gold,0
C011288,2024-09-22,25-34,Jamaica,Bronze,0
C011289,2025-09-07,45-54,Trinidad,Silver,1
C011290,2024-02-22,18-24,Jamaica,Silver,0
C011291,2025-04-03,35-44,Trinidad,Bronze,1
C011292,2024-10-15,25-34,Trinidad,Bronze,0
C011293,2024-06-03,45-54,Barbados,Bronze,1
C011294,2024-04-07,45-54,Jamaica,Silver,0
C011295,2024-10-12,25-34,Barbados,Bronze,0
C011296,2025-01-21,35-44,Trinidad,Bronze,1
C011297,2024-11-11,35-44,Barbados,Silver,0
C011298,2025-10-19,18-24,Tobago,Bronze,1
C011299,2025-12-05,18-24,Trinidad,Bronze,0
C011300,2025-02-05,25-34,Trinidad,Silver,1
C011301,2024-06-23,35-44,Trinidad,Bronze,0
C011302,2024-09-02,55-64,Barbados,Bronze,0
C011303,2024-02-13,35-44,Trinidad,Gold,0
C011304,2024-06-01,35-44,Trinidad,Gold,0
C011305,2024-04-07,25-34,Jamaica,Bronze,0
C011306,2024-06-05,35-44,Trinidad,Bronze,0
C011307,2025-06-09,25-34,Trinidad,Gold,0
C011308,2024-02-15,55-64,Trinidad,Silver,0
C011309,2025-09-16,45-54,Jamaica,Bronze,0
C011310,2024-12-06,65+,Jamaica,Bronze,0
C011311,2025-09-21,18-24,Trinidad,Bronze,0
C011312,2025-04-09,25-34,Barbados,Bronze,0
C011313,2025-02-27,35-44,Barbados,Silver,0
C011314,2025-05-20,25-34,Jamaica,Silver,0
C011315,2025-11-14,25-34,Trinidad,Silver,0
C011316,2025-02-21,55-64,Trinidad,Bronze,0
C011317,2024-10-04,18-24,Barbados,Bronze,1
C011318,2025-03-26,35-44 ,Jamaica,Bronze,0
C011319,2024-02-17,25-34,Jamaica,Silver,0
C011320,2025-01-14,55-64,Barbados,Platinum,0
C011321,2025-11-21,18-24,Jamaica,Bronze,1
C011322,2024-04-14,18-24,Jamaica,Gold,0
C011323,2025-04-19,45-54,Trinidad,Silver,1
C011324,2025-04-04,25-34,Trinidad,Gold,1
C011325,2025-02-17,45-54,Tobago,Silver,0
C011326,2024-06-15,45-54,Barbados,Bronze,0
C011327,2025-08-02,25-34,Trinidad,Bronze,0
C011328,2024-08-01,25-34,Trinidad,Silver,1
C011329,2025-09-22,45-54,Jamaica,Platinum,0
C011330,2024-01-08,35-44,Trinidad,Silver,0
C011331,2024-05-31,65+,Barbados,Bronze,0
C011332,2025-01-06,55-64,Jamaica,Bronze,0
C011333,2024-09-13,35-44,Trinidad,Silver,0
C011334,2024-06-26,35-44,Jamaica,Bronze,1
C011335,2024-04-28,25-34,Trinidad,Platinum,0
C011336,2024-12-01,35-44,Tobago,Bronze,1
C011337,2025-08-09,25-34,Trinidad,Bronze,0
C011338,2025-06-06,45-54,Tobago,Silver,0
C011339,2024-04-27,35-44,Tobago,Bronze,0
C011340,2024-10-24,35-44,Trinidad,Silver,0
C011341,2025-03-31,25-34,Trinidad,Gold,0
C011342,2024-05-10,35-44,Trinidad,Silver,0
C011343,2024-12-08,45-54,Trinidad,Bronze,0
C011344,2024-01-15,35-44,Jamaica,Bronze,1
C011345,2024-09-03,25-34,Jamaica,Silver,0
C011346,2025-02-03,45-54,Barbados,Silver,0
C011347,2025-07-26,65+,Trinidad,Silver,0
C011348,2024-05-01,45-54,Trinidad,Bronze,0
C011349,2025-10-26,35-44,Trinidad,Bronze,0
C011350,2025-02-16,25-34,Trinidad,Gold,0
C011351,2025-08-27,55-64,Trinidad,Bronze,0
C011352,2024-11-21,65+,Jamaica,Bronze,0
C011353,2025-02-08,45-54,Trinidad,Bronze,1
C011354,2024-05-04,45-54,Jamaica,Silver,1
C011355,2024-03-02,18-24,Jamaica,Gold,0
C011356,2024-12-21,35-44,Tobago,Platinum,0
C011357,2024-08-28,25-34,Jamaica,Bronze,1
C011358,2024-01-20,25-34,Tobago,Silver,0
C011359,2025-06-18,25-34,Jamaica,Platinum,0
C011360,2025-01-22,35-44,Barbados,Bronze,1
C011361,2025-06-20,25-34,Jamaica,Bronze,0
C011362,2025-09-05,55-64,Tobago,Silver,0
C011363,2025-02-09,55-64,Jamaica,Bronze,0
C011364,2025-02-09,45-54,Jamaica,Bronze,1
C011365,2025-04-02,25-34,Trinidad,Bronze,0
C011366,2024-09-08,35-44,Trinidad,Bronze,0
C011367,2025-07-31,25-34,Trinidad,Bronze,1
C011368,2025-02-25,45-54,Trinidad,Bronze,1
C011369,2025-05-30,25-34,Jamaica,Bronze,0
C011370,2025-02-07,18-24,Barbados,Silver,0
C011371,2024-09-21,25-34,Trinidad,Bronze,1
C011372,2024-02-08,35-44,Jamaica,Platinum,0
C011373,2024-04-16,18-24,Trinidad,Bronze,0
C011374,2025-04-02,45-54,Trinidad,Bronze,1
C011375,2025-05-24,35-44,Jamaica,Bronze,0
C011376,2025-09-05,18-24,Jamaica,Bronze,1
C011377,2025-08-14,45-54,Jamaica,Silver,0
C011378,2025-04-03,25-34,Trinidad,Bronze,0
C011379,2025-08-04,35-44,Trinidad,Gold,0
C011380,2025-08-10,35-44,Trinidad,Silver,0
C011381,2024-10-14,25-34,Trinidad,Bronze,0
C011382,2025-07-31,18-24,Trinidad,Gold,0
C011383,2025-07-12,55-64,Trinidad,Bronze,1
C011384,2024-05-19,35-44,Trinidad,Silver,0
C011385,2025-08-23,35-44,Barbados,Silver,0
C011386,2024-10-18,18-24,Jamaica,Bronze,0
C011387,2025-12-10,35-44,Barbados,Bronze,1
C011388,2024-08-02,45-54,Trinidad,Gold,0
C011389,2025-05-01,25-34,Barbados,Silver,0
C011390,2025-04-29,25-34,Barbados,Bronze,0
C011391,2024-04-20,18-24,Tobago,Bronze,0
C011392,2025-04-08,35-44,Trinidad,Gold,1
C011393,2025-08-18,25-34,Trinidad,Silver,0
C011394,2024-03-27,25-34,Tobago,Bronze,1
C011395,2025-03-19,55-64,Jamaica,Silver,0
C011396,2024-09-16,35-44,Trinidad,Bronze,0
C011397,2025-06-30,35-44,Jamaica,Silver,0
C011398,2024-03-28,35-44,Jamaica,Gold,0
C011399,2024-06-14,35-44,Jamaica,Bronze,0
C011400,2024-07-20,35-44,Barbados,Gold,0
C011401,2025-08-26,35-44,Barbados,Bronze,0
C011402,2025-09-07,25-34,Jamaica,Bronze,0
C011403,2024-12-21,55-64,Trinidad,Bronze,0
C011404,2025-02-15,55-64,Barbados,Silver,0
C011405,2024-06-27,18-24,Trinidad,Bronze,0
C011406,2025-12-23,25-34,Tobago,Bronze,0
C011407,2024-09-25,25-34,Trinidad,Bronze,1
C011408,2025-06-05,55-64,Jamaica,Platinum,0
C011409,2024-05-30,35-44,Trinidad,Silver,0
C011410,2025-08-13,45-54,Trinidad,Bronze,0
C011411,2025-02-05,65+,Jamaica,Silver,0
C011412,2025-03-06,55-64,Barbados,Bronze,1
C011413,2024-05-31,35-44,Jamaica,Silver,0
C011414,2025-09-11,18-24,Trinidad,Bronze,1
C011415,2025-05-30,55-64,Trinidad,Gold,0
C011416,2024-11-18,45-54,Barbados,Silver,0
C011417,2024-08-19,35-44,Jamaica,Silver,1
C011418,2025-08-02,55-64,Tobago,Silver,0
C011419,2025-10-27,18-24,Jamaica,Silver,0
C011420,2024-03-08,35-44,Tobago,Bronze,1
C011421,2025-06-02,25-34,Barbados,Bronze,0
C011422,2025-05-19,25-34,Tobago,Silver,0
C011423,2024-02-07,35-44,Trinidad,Silver,0
C011424,2025-06-08,55-64,Jamaica,Silver,1
C011425,2024-05-13,45-54,Barbados,Bronze,1
C011426,2024-03-02,35-44,Barbados,Bronze,1
C011427,2025-09-15,55-64,Trinidad,Silver,1
C011428,2024-01-01,35-44,Jamaica,Bronze,0
C011429,2025-09-27,25-34,Jamaica,Silver,1
C011430,2024-06-14,25-34,Barbados,Bronze,0
C011431,2024-07-02,55-64,Jamaica,Silver,0
C011432,2024-09-06,25-34,Jamaica,Silver,0
C011433,2024-02-23,65+,Jamaica,Bronze,1
C011434,2025-07-28,25-34,Barbados,Bronze,1
C011435,2025-08-21,25-34,Trinidad,Silver,0
C011436,2024-07-16,25-34,Trinidad,Gold,0
C011437,2025-10-16,18-24,Trinidad,Silver,0
C011438,2024-05-17,55-64,Barbados,Silver,0
C011439,2024-12-24,45-54,Jamaica,Bronze,1
C011440,2025-11-01,45-54,Jamaica,Gold,0
C011441,2024-01-01,35-44,Barbados,Bronze,1
C011442,2024-04-13,25-34,Jamaica,Bronze,0
C011443,2025-01-27,25-34,Trinidad,Bronze,1
C011444,2025-01-16,35-44,Trinidad,Platinum,0
C011445,2024-05-29,35-44,Trinidad,Silver,0
C011446,2024-05-30,18-24,Trinidad,Bronze,1
C011447,2024-01-06,25-34,Trinidad,Gold,0
C011448,2025-08-22,18-24,Trinidad,Silver,0
C011449,2025-04-15,45-54,Jamaica,Platinum,0
C011450,2024-02-27,35-44,Barbados,Bronze,0
C011451,2025-03-15,35-44,Trinidad,Silver,1
C011452,2025-05-29,25-34,Barbados,Silver,1
C011453,2025-04-12,35-44,Tobago,Bronze,1
C011454,2024-10-24,45-54,Trinidad,Bronze,0
C011455,2025-10-27,25-34,Barbados,Bronze,1
C011456,2024-01-02,35-44,Barbados,Bronze,0
C011457,2024-02-15,35-44,Barbados,Bronze,0
C011458,2024-09-23,45-54,Trinidad,Bronze,0
C011459,2025-04-30,35-44,Jamaica,Silver,0
C011460,2025-05-31,25-34,Jamaica,Bronze,0
C011461,2025-08-27,45-54,Barbados,Gold,0
C011462,2025-05-23,25-34,Trinidad,Bronze,0
C011463,2025-05-08,25-34,Trinidad,Silver,0
C011464,2024-12-08,65+,Jamaica,Bronze,1
C011465,2025-09-23,18-24,Tobago,Bronze,0
C011466,2024-09-23,25-34,Trinidad,Silver,0
C011467,2025-03-25,55-64,Trinidad,Bronze,0
C011468,2024-09-29,25-34,Trinidad,Silver,1
C011469,2025-04-13,35-44,Barbados,Bronze,1
C011470,2025-07-04,25-34,Trinidad,Gold,0
C011471,2024-02-26,18-24,Trinidad,Bronze,1
C011472,2024-01-03,55-64,Jamaica,Bronze,0
C011473,2024-09-09,25-34,Tobago,Silver,1
C011474,2025-04-23,55-64,Barbados,Gold,0
C011475,2025-04-23,55-64,Trinidad,Bronze,0
C011476,2025-05-24,45-54,Barbados,Bronze,0
C011477,2025-03-29,45-54,Trinidad,Bronze,0
C011478,2025-04-27,18-24,Trinidad,Bronze,1
C011479,2024-03-21,25-34,Trinidad,Gold,0
C011480,2024-01-03,35-44,Barbados,Bronze,1
C011481,2024-07-09,25-34,Jamaica,Bronze,0
C011482,2025-03-25,35-44,Barbados,Gold,0
C011483,2025-04-22,25-34,Jamaica,Bronze,0
C011484,2025-05-02,25-34,Trinidad,Silver,1
C011485,2025-08-07,18-24,Trinidad,Gold,0
C011486,2024-09-12,35-44,Barbados,Silver,0
C011487,2025-02-17,18-24,Trinidad,Gold,0
C011488,2024-08-26,45-54,Jamaica,Bronze,0
C011489,2025-01-02,18-24,Jamaica,Bronze,0
C011490,2024-03-10,35-44,Barbados,Silver,0
C011491,2025-12-02,55-64,Jamaica,Bronze,1
C011492,2025-02-08,35-44,Jamaica,Bronze,1
C011493,2025-11-14,45-54,Jamaica,Bronze,1
C011494,2024-12-24,25-34,Barbados,Bronze,0
C011495,2024-04-09,18-24,Trinidad,Silver,0
C011496,2024-05-14,18-24,Trinidad,Silver,0
C011497,2024-04-03,65+,Jamaica,Bronze,0
C011498,2024-07-12,65+,Jamaica,Gold,0
C011499,2025-04-24,18-24,Jamaica,Silver,0
C011500,2025-04-08,25-34,Jamaica,Silver,0
C011501,2025-09-22,45-54,Barbados,Bronze,0
C011502,2024-09-21,35-44,Trinidad,Silver,0
C011503,2024-03-05,25-34,Trinidad,Silver,0
C011504,2025-03-23,55-64,Trinidad,Bronze,0
C011505,2025-04-03,35-44,Trinidad,Bronze,0
C011506,2025-08-25,25-34,Barbados,Silver,1
C011507,2024-02-22,65+,Jamaica,Bronze,0
C011508,2025-02-05,45-54,Barbados,Gold,0
C011509,2024-07-12,18-24,Trinidad,Silver,1
C011510,2025-02-24,45-54,Barbados,Silver,0
C011511,2025-11-08,45-54,Tobago,Silver,0
C011512,2025-06-04,35-44,Trinidad,Bronze,0
C011513,2024-06-17,45-54,Jamaica,Bronze,1
C011514,2024-03-05,25-34,Jamaica,Silver,0
C011515,2024-02-29,25-34,Jamaica,Silver,0
C011516,2024-04-23,25-34,Jamaica,Platinum,0
C011517,2024-11-19,25-34,Trinidad,Gold,0
C011518,2025-11-23,35-44,Barbados,Gold,0
C011519,2024-03-22,25-34,Trinidad,Gold,0
C011520,2024-08-14,55-64,Trinidad,Gold,0
C011521,2025-04-21,35-44,Barbados,Bronze,0
C011522,2024-06-01,65+,Trinidad,Silver,1
C011523,2024-12-26,25-34,Barbados,Bronze,0
C011524,2024-07-18,25-34,Trinidad,Bronze,0
C011525,2024-01-24,25-34,Jamaica,Bronze,0
C011526,2024-01-04,45-54,Trinidad,Silver,0
C011527,2025-04-22,35-44,Trinidad,Bronze,0
C011528,2025-12-04,18-24,Barbados,Bronze,0
C011529,2024-08-16,45-54,Trinidad,Gold,0
C011530,2025-05-24,65+,Barbados,Bronze,0
C011531,2025-12-13,18-24,Jamaica,Gold,0
C011532,2025-04-19,55-64,Jamaica,Bronze,0
C011533,2025-01-13,55-64,Barbados,Bronze,0
C011534,2025-10-26,25-34,Jamaica,Bronze,0
C011535,2024-11-09,65+,Jamaica,Gold,0
C011536,2025-10-22,25-34,Trinidad,Bronze,1
C011537,2024-09-21,35-44,Trinidad,Bronze,1
C011538,2024-12-05,25-34,Tobago,Platinum,0
C011539,2025-06-18,35-44,Tobago,Bronze,0
C011540,2024-09-17,25-34,Barbados,Platinum,0
C011541,2025-12-11,65+,Tobago,Bronze,1
C011542,2025-07-19,55-64,Trinidad,Gold,1
C011543,2024-11-28,35-44,Jamaica,Silver,0
C011544,2024-03-30,25-34,Barbados,Silver,0
C011545,2025-01-16,18-24,Trinidad,Bronze,0
C011546,2024-06-06,18-24,Trinidad,Silver,0
C011547,2025-05-17,25-34,Trinidad,Silver,1
C011548,2025-09-27,35-44,Jamaica,Silver,0
C011549,2024-12-17,35-44,Barbados,Gold,0
C011550,2024-08-26,35-44,Trinidad,Bronze,1
C011551,2024-03-21,25-34,Trinidad,Bronze,0
C011552,2024-05-02,35-44,Tobago,Gold,0
C011553,2025-08-23,35-44,Barbados,Bronze,0
C011554,2025-05-12,45-54,Tobago,Bronze,0
C011555,2025-09-04,25-34,Jamaica,Gold,1
C011556,2025-10-29,35-44,Barbados,Silver,0
C011557,2025-04-21,55-64,Trinidad,Silver,0
C011558,2024-11-24,18-24,Jamaica,Bronze,0
C011559,2025-04-16,18-24,Trinidad,Bronze,1
C011560,2024-07-04,45-54,Trinidad,Gold,0
C011561,2024-11-01,25-34,Trinidad,Bronze,0
C011562,2025-03-09,25-34,Trinidad,Bronze,1
C011563,2025-09-18,25-34,Barbados,Bronze,0
C011564,2024-03-21,35-44,Tobago,Bronze,0
C011565,2024-01-25,18-24,Trinidad,Gold,0
C011566,2025-05-16,45-54,Trinidad,Bronze,0
C011567,2024-01-23,45-54,Jamaica,Bronze,0
C011568,2024-05-13,45-54,Trinidad,Bronze,1
C011569,2025-06-15,65+,Trinidad,Bronze,1
C011570,2025-06-25,18-24,Trinidad,Silver,0
C011571,2025-07-08,45-54,Tobago,Bronze,0
C011572,2025-03-15,45-54,Trinidad,Bronze,0
C011573,2024-03-16,25-34,Jamaica,Silver,0
C011574,2025-06-10,45-54,Trinidad,Silver,0
C011575,2025-07-31,25-34,Trinidad,Platinum,0
C011576,2024-08-09,35-44,Trinidad,Bronze,0
C011577,2024-01-09,18-24,Barbados,Bronze,1
C011578,2025-10-11,35-44,Jamaica,Gold,0
C011579,2025-04-16,25-34,Tobago,Silver,0
C011580,2024-04-27,45-54,Tobago,Bronze,0
C011581,2024-08-03,25-34,Tobago,Silver,1
C011582,2025-02-07,65+,Trinidad,Gold,0
C011583,2024-07-08,55-64,Trinidad,Bronze,0
C011584,2025-12-27,45-54,Trinidad,Bronze,1
C011585,2024-09-06,35-44,Barbados,Silver,1
C011586,2025-01-17,45-54,Trinidad,Bronze,0
C011587,2024-07-24,18-24,Barbados,Bronze,0
C011588,2025-09-21,25-34,Jamaica,Bronze,1
C011589,2024-02-02,45-54,Trinidad,Gold,0
C011590,2025-04-16,65+,Jamaica,Gold,0
C011591,2024-02-19,55-64,Trinidad,Bronze,0
C011592,2024-04-20,18-24,Trinidad,Bronze,0
C011593,2024-06-29,45-54,Trinidad,Silver,0
C011594,2025-11-10,25-34,Trinidad,Bronze,0
C011595,2024-02-14,45-54,Trinidad,Bronze,1
C011596,2025-03-22,35-44,Jamaica,Silver,0
C011597,2025-01-21,35-44,Barbados,Gold,0
C011598,2025-02-20,25-34,Trinidad,Bronze,1
C011599,2025-08-04,25-34,Barbados,Silver,1
C011600,2024-08-20,35-44,Barbados,Bronze,0
C011601,2024-02-01,45-54,Trinidad,Bronze,0
C011602,2025-02-03,45-54,Tobago,Bronze,1
C011603,2025-11-03,18-24,Trinidad,Silver,0
C011604,2024-07-13,65+,Trinidad,Bronze,0
C011605,2025-11-03,45-54,Trinidad,Gold,0
C011606,2024-03-28,35-44,Tobago,Gold,0
C011607,2024-06-14,25-34,Trinidad,Bronze,1
C011608,2025-11-22,18-24,Trinidad,Silver,0
C011609,2024-03-16,25-34,Barbados,Platinum,0
C011610,2024-08-29,25-34,Jamaica,Silver,0
C011611,2024-12-04,18-24,Jamaica,Silver,0
C011612,2025-10-23,35-44,Tobago,Silver,0
C011613,2025-02-02,25-34,Jamaica,Bronze,0
C011614,2024-01-11,18-24,Trinidad,Silver,1
C011615,2025-10-28,55-64,Trinidad,Bronze,0
C011616,2025-02-23,35-44,Jamaica,Bronze,0
C011617,2025-08-29,55-64,Trinidad,Bronze,1
C011618,2025-03-05,25-34,Trinidad,Bronze,0
C011619,2025-11-24,35-44,Jamaica,Bronze,1
C011620,2025-10-27,35-44,Barbados,Bronze,0
C011621,2025-11-14,25-34,Barbados,Bronze,0
C011622,2025-06-18,35-44,Barbados,Gold,0
C011623,2025-11-16,25-34,Trinidad,Gold,0
C011624,2024-03-05,65+,Trinidad,Silver,0
C011625,2024-07-24,45-54,Barbados,Bronze,0
C011626,2025-03-05,35-44,Jamaica,Bronze,1
C011627,2025-10-19,45-54,Trinidad,Silver,0
C011628,2024-09-15,35-44,Barbados,Bronze,0
C011629,2025-07-26,45-54,Trinidad,Bronze,0
C011630,2025-06-07,25-34,Trinidad,Bronze,1
C011631,2024-10-11,35-44,Jamaica,Bronze,0
C011632,2025-09-03,18-24,Barbados,Bronze,0
C011633,2024-09-03,25-34,Trinidad,Silver,0
C011634,2024-08-12,45-54,Jamaica,Gold,0
C011635,2025-12-17,25-34,Trinidad,Bronze,1
C011636,2025-11-28,45-54,Trinidad,Gold,0
C011637,2025-11-05,25-34,Jamaica,Bronze,1
C011638,2025-04-13,45-54,Barbados,Bronze,0
C011639,2024-09-18,35-44,Jamaica,Bronze,1
C011640,2025-02-04,18-24,Trinidad,Bronze,1
C011641,2025-12-13,55-64,Trinidad,Bronze,0
C011642,2024-05-09,45-54,Jamaica,Bronze,1
C011643,2024-10-24,45-54,Trinidad,Silver,0
C011644,2024-08-01,25-34,Barbados,Bronze,1
C011645,2025-06-26,18-24,Trinidad,Silver,0
C011646,2024-01-31,45-54,Barbados,Gold,0
C011647,2024-03-09,25-34,Trinidad,Bronze,0
C011648,2025-06-18,65+,Trinidad,Bronze,0
C011649,2025-10-06,25-34,Tobago,Bronze,1
C011650,2025-05-02,25-34,Trinidad,Silver,0
C011651,2024-11-25,35-44,Trinidad,Bronze,0
C011652,2025-03-02,35-44,Jamaica,Bronze,0
C011653,2025-06-12,35-44,Trinidad,Silver,1
C011654,2025-01-05,25-34,Barbados,Bronze,0
C011655,2025-08-10,35-44,Trinidad,Bronze,0
C011656,2024-09-13,25-34,Trinidad,Bronze,0
C011657,2024-08-05,25-34,Barbados,Bronze,0
C011658,2025-11-29,35-44,Trinidad,Gold,0
C011659,2024-08-26,45-54,Barbados,Silver,0
C011660,2024-02-05,35-44,Tobago,Silver,0
C011661,2025-04-09,35-44,Jamaica,Gold,0
C011662,2025-03-06,35-44,Barbados,Bronze,0
C011663,2024-12-20,45-54,Trinidad,Silver,0
C011664,2025-10-11,35-44,Barbados,Bronze,0
C011665,2024-11-03,18-24,Trinidad,Bronze,1
C011666,2025-02-04,18-24,Barbados,Silver,0
C011667,2024-04-26,35-44,Trinidad,Bronze,0
C011668,2025-08-25,35-44,Tobago,Silver,0
C011669,2024-06-30,18-24,Trinidad,Bronze,0
C011670,2024-12-02,25-34,Trinidad,Silver,0
C011671,2024-12-03,65+,Jamaica,Bronze,0
C011672,2025-10-07,25-34,Jamaica,Bronze,1
C011673,2025-07-24,45-54,Barbados,Bronze,0
C011674,2024-09-16,35-44,Jamaica,Silver,0
C011675,2025-03-16,18-24,Trinidad,Silver,1
C011676,2024-03-16,45-54,Trinidad,Silver,1
C011677,2025-08-21,45-54,Jamaica,Silver,0
C011678,2025-03-08,25-34,Barbados,Bronze,0
C011679,2024-12-18,35-44,Barbados,Bronze,0
C011680,2024-01-02,25-34,Trinidad,Bronze,1
C011681,2024-08-31,25-34,Trinidad,Bronze,0
C011682,2025-01-02,35-44,Trinidad,Gold,0
C011683,2024-06-05,35-44,Trinidad,Bronze,1
C011684,2024-12-16,18-24,Trinidad,Silver,1
C011685,2025-11-19,25-34,Barbados,Bronze,1
C011686,2025-11-17,35-44,Jamaica,Bronze,0
C011687,2025-12-26,35-44,Barbados,Bronze,0
C011688,2024-09-13,35-44,Trinidad,Bronze,1
C011689,2025-11-13,45-54,Trinidad,Silver,1
C011690,2024-04-10,25-34,Trinidad,Silver,0
C011691,2025-12-08,45-54,Trinidad,Gold,0
C011692,2024-04-26,18-24,Barbados,Silver,0
C011693,2025-03-23,35-44,Barbados,Silver,1
C011694,2024-04-14,55-64,Trinidad,Bronze,0
C011695,2024-04-01,45-54,Barbados,Bronze,0
C011696,2025-02-26,25-34,Trinidad,Silver,0
C011697,2024-06-20,45-54,Trinidad,Bronze,0
C011698,2024-10-27,25-34,Trinidad,Bronze,1
C011699,2025-04-09,25-34,Trinidad,Bronze,0
C011700,2025-05-23,35-44,Trinidad,Bronze,0
C011701,2024-01-25,25-34,Trinidad,Bronze,1
C011702,2025-03-24,35-44,Trinidad,Silver,1
C011703,2024-02-15,45-54,Barbados,Silver,0
